service,description,url,phone,url_phone
Early Intervention Support Services (Somerset),"Early Intervention Support Services (EISS) is available in all counties of New Jersey and provides short-term mental health services for adults in significant emotional or psychiatric distress. While appointments are not required for initial visits, it is strongly recommended to contact the provider in advance for a better experience. There are no specific prerequisites mentioned, such as a requirement for identification.",https://naminj.org/resources/eiss/,7329400991,https://naminj.org/resources/eiss/
East Brunswick Magnet School,"East Brunswick Magnet School is located at 112 Rues Lane, East Brunswick, NJ 08816. The school's contact numbers are 732-254-8700 and 732-613-9608. The specific operating hours are not listed on the website. There is no information provided regarding prerequisites such as forms of identification or other requirements for using the school facilities or services.",https://www.mcmsnj.net/eastbrunswick,7322548700,https://www.mcmsnj.net/eastbrunswick
EAST ORANGE COMM. DEV. CORP.,,https://essexcountynj.org/ceas_directory/east-orange-community-development-corporation/,,https://www.facebook.com/EOCDC/
EAST ORANGE COMMUNITY DEVELOPMENT CORPORATION,,https://essexcountynj.org/ceas_directory/east-orange-community-development-corporation/,```,https://essexcountynj.org/ceas_directory/east-orange-community-development-corporation/
East Orange Health Department,"Location: 143 New Street, East Orange, NJ 07017  
Operating Hours: Monday 8:30 a.m. - 6:30 p.m., Tuesday - Friday 8:30 a.m. - 4:30 p.m.  
Prerequisites: No specific prerequisites mentioned.",https://www.eastorange-nj.gov/164/Health-Human-Services,9732665480,https://www.eastorange-nj.gov/164/Health-Human-Services
Easter Seals Bergen,"**Location:** 194 Route 17 North, Rochelle Park, NJ 7662  
**Operating Hours:** Not specified  
**Prerequisites:** No specific prerequisites mentioned in the information provided.",https://www.easterseals.com/nj/connect-locally/service-center-locations/easterseals-community-support-services-bergen-adult-training-services-rochelle-park.html,8552154541,https://www.easterseals.com/nj/connect-locally/service-center-locations/easterseals-community-support-services-bergen-adult-training-services-rochelle-park.html
Easterseals,"Easterseals New Jersey is located at 241 Forsgate Dr., Suite 200, Jamesburg, NJ 08831. The website does not provide specific operating hours. There are no mentioned prerequisites for using their services, such as needing a form of identification.",https://www.easterseals.com/nj/,7322576662,https://www.easterseals.com/nj/about-us/contact-us/
Ebenezer Baptist Church,"Location: 153 William Street, Orange, NJ 07050  
Operating Hours: Sunday Worship at 10:00 am (streaming available)  
Prerequisites: Some programs, like scholarships, may require membership in a church group, but there are opportunities for non-members as well.",https://www.ebcorange.org/,,https://www.facebook.com/ebenezerbaptistchurch/
Economic Impact,"Location: 36 West State Street, Trenton, NJ 08625  
Operating Hours: Not specified  
Prerequisites: No specific identification requirements mentioned.",https://www.njeda.gov/economicrecoveryact/,,https://www.nj.gov/treasury/taxation/covidstimulus.shtml
Edison Magnet School,"Edison Academy Magnet School is located at 100 Technology Drive, Edison, NJ 08837. The operating hours are typically during the school day, but specific times may vary based on events or activities. There is no mention of prerequisites such as identification or forms needed to use the facilities.",https://www.mcmsnj.net/edison,7324522600,https://www.mcmsnj.net/edison
Edna's Haven,"Edna's Haven is located at Trinity Lutheran Church, 123 East Blackwell St, Dover, NJ 07801. The organization provides various community services including case management, health, housing, mental health support, and job search assistance, as well as resources for adult education and financial support. The services are offered free of charge. There is no specified information regarding prerequisites such as identification requirements.",https://www.morrissussexresourcenet.org/search/ednas-haven/,9733662821,https://www.morrissussexresourcenet.org/search/ednas-haven/
Elev8,"Location: 20 Toler Place, Newark, NJ 07114  
Operating Hours: Not specified  
Prerequisites: A comprehensive evaluation is conducted upon admission, but no specific identification or form mentioned.",https://www.elev8centernj.com/,8623436634,https://www.elev8centernj.com/contact
Elev8 Centers of New Jersey,"Location: 20 Toler Place, Newark, NJ 07114  
Operating Hours: Not explicitly stated  
Prerequisites: A comprehensive evaluation is required upon admission, but no specific identification is mentioned.",https://www.elev8centernj.com/,9733290010,https://www.elev8centernj.com/
Elijah's Promise,"Location: 20 Toler Place, Newark, NJ 07114  
Operating hours: Not specified  
Prerequisites: A comprehensive evaluation is conducted to determine suitability for programs, which may imply the need for identification or personal information during the admissions process.",https://elijahspromise.org/,9733290010,https://elijahspromise.org/contact/
Elizabeth Coalition to House the Homeless (Operation Warm Heart),"Location: 118 Division Street, Elizabeth, New Jersey 07201  
Operating Hours: Open Monday, 1:00 PM to 4:00 PM; Tuesday – Friday, 9:00 AM to 4:00 PM; Closed Wednesday  
Prerequisites: No specific identification requirements mentioned.",https://www.theelizabethcoalition.org/operation-warm-heart,9083552060,https://www.theelizabethcoalition.org/operation-warm-heart
Elizabeth Salvation Army Temple,"Location: 1005 E. Jersey St., Elizabeth, NJ 07201  
Operating Hours: Emergency Shelter is open 24 hours a day, 7 days a week; Soup Kitchen serves lunch from 12-2 PM, Monday through Friday during the last two weeks of each month; Food Pantry operates by appointment.  
Prerequisites: For the Food Pantry, appointments are required. Social services information can be obtained by calling (908) 352-7057.",https://easternusa.salvationarmy.org/new-jersey/elizabeth/,9083527057,https://easternusa.salvationarmy.org/new-jersey/elizabeth/
Elizabeth Salvation Army Temple Facebook,"The Elizabeth Salvation Army Temple is located in Elizabeth, NJ. Specific operating hours and prerequisites for usage, such as needing a form of identification, are not provided in the available information.",https://www.facebook.com/NJSAElizabeth/,9083512400,https://www.facebook.com/NJSAElizabeth/
Ellie Mental Health,"Location: 26 Madison Avenue, Suite 6, Morristown, NJ 07960  
Operating Hours: Mon-Fri: 9AM to 9PM (By Appointment)  
Prerequisites: No specific prerequisites mentioned, but it is advisable to call to schedule an appointment.",https://elliementalhealth.com/locations/morristown-nj/,9734904284,https://elliementalhealth.com/locations/morristown-nj/
Emergency Assistance (Hometown Heroes),,https://cspnj.my.site.com/countydatabase/s/resource/a1S4N000006nyX1UAI/emergency-assistance-hometown-heroes,,https://cspnj.my.site.com/countydatabase/s/resource/a1S4N000006nyX1UAI/emergency-assistance-hometown-heroes
Emergency Assistance Food Panty by Gateway Community Action Partnership,"The Emergency Assistance Food Pantry is located at 65 Manheim Avenue in Bridgeton, NJ, within Gateway’s Food Storage and Distribution Center. It operates four days a month, generally during the third full week, on Mondays, Tuesdays, Wednesdays, and Fridays from 10 a.m. to 2 p.m. Users of the pantry must meet income eligibility requirements and can pick up food once every 30 days. There is no specific mention of prerequisites such as identification needed to access the services.",https://www.gatewaycap.org/foodpantry,8564516330,https://www.gatewaycap.org/foodpantry
Emergency Services (Center for Family Reosurces),"Center for Family Resources provides emergency food assistance as well as rent and utility assistance to individuals in Passaic County, located at 12 Morris Road, Ringwood, New Jersey, 07456. The operating hours are Monday to Friday from 8:30 AM to 4:00 PM. To use these services, individuals must complete an application form, which requires various documentation, including proof of household income, birth certificates for children under 19, social security cards for all members, a photo ID for adults, and a current utility bill.",https://centerforfamilyresources.org/cfr/services/emergency-services/,9739620055,https://centerforfamilyresources.org/cfr/services/emergency-services/
Emmanuel Christian Church,"Emmanuel Christian Church is located at 34 Van Wettering Place, Hackensack, NJ, 07601, United States. Services are held every Sunday at 10:30 A.M. and Wednesday Night Bible Studies occur on Zoom at 7:30 P.M. There are no specific prerequisites mentioned for attending services, such as needing identification.",https://www.ecchackensack.org/,2014878220,https://www.ecchackensack.org/contact-us
Employment Horizons,"Employment Horizons is located at 10 Ridgedale Avenue, Cedar Knolls, NJ 07927. Their operating hours are from 8am to 4pm, Monday through Friday. There is no specific information provided regarding prerequisites such as the need for identification to access their services.",https://www.ehorizons.org/,9735388822,https://www.ehorizons.org/
Employment Services (The Arc of Bergen & Passaic Counties),"Location: 223 Moore Street, Hackensack, NJ 07601  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://www.arcbp.com/,2013430322,https://www.arcbp.com/
ENERGY SAVINGS TIPS FOR EVERYONE,"Location: 44 S. Clinton Avenue, Trenton, NJ 08625  
Operating Hours: Not specified  
Prerequisites: No specific information found regarding prerequisites such as identification.",https://www.nj.gov/bpu/residential/tips,8006240241,https://www.nj.gov/bpu/residential/tips
